BlockID,BasinID,CentreX,CentreY,CoordX,CoordY,estgw0,gw0mSL,estgwm,gwmmSL
361,1,8200,3204.461457,2703924.148,1247624.26,528.0078954,118.8696029,528.880372,122.659628
362,1,8500,3031.256377,2704224.148,1247451.054,527.7534091,104.5894528,528.7859296,107.8221785
363,1,8800,3204.461457,2704524.148,1247624.26,527.5291921,113.9877046,528.7202191,115.1131142
364,1,9100,3031.256377,2704824.148,1247451.054,527.3276095,162.2295417,528.6438991,163.0520469
365,1,9400,3204.461457,2705124.148,1247624.26,527.136075,169.149545,528.5870238,169.6629762
378,1,2200,3550.871617,2697924.148,1247970.67,523.7381541,42.71422369,526.6536483,41.27318094
379,1,2500,3377.666537,2698224.148,1247797.465,525.7096506,29.63705386,527.4152803,29.370434
380,1,2800,3550.871617,2698524.148,1247970.67,527.3563279,6.584850934,527.9494311,5.297235595
381,1,3100,3377.666537,2698824.148,1247797.465,529.3263432,7.97070645,528.6869745,8.039692155
382,1,3400,3550.871617,2699124.148,1247970.67,531.2447783,5.697392137,529.4280539,6.865279389
383,1,3700,3377.666537,2699424.148,1247797.465,531.864474,7.190212368,529.8690615,8.577605126
384,1,4000,3550.871617,2699724.148,1247970.67,533.0227032,6.92915569,530.6465236,8.680143075
385,1,4300,3377.666537,2700024.148,1247797.465,533.3367683,7.483240345,530.9752663,9.258067048
386,1,4600,3550.871617,2700324.148,1247970.67,534.2622772,11.39022694,531.8304847,13.43618195
387,1,4900,3377.666537,2700624.148,1247797.465,533.3265013,14.71371075,531.0934384,16.56656156
388,1,5200,3550.871617,2700924.148,1247970.67,533.1646146,1.167458533,531.0230562,24.6769438
389,1,5500,3377.666537,2701224.148,1247797.465,532.1534872,28.02802936,530.4507364,31.0025969
390,1,5800,3550.871617,2701524.148,1247970.67,531.6742044,1.164809792,530.2484188,41.84491455
391,1,6100,3377.666537,2701824.148,1247797.465,530.8901466,1.173298526,529.9047081,51.94862526
392,1,6400,3550.871617,2702124.148,1247970.67,530.3966718,98.69563099,529.7329754,103.4736913
393,1,6700,3377.666537,2702424.148,1247797.465,529.8218144,103.0659667,529.5085535,107.6247798
394,1,7000,3550.871617,2702724.148,1247970.67,529.3914054,121.1233952,529.372922,125.867078
395,1,7300,3377.666537,2703024.148,1247797.465,528.968399,1.164809792,529.2139596,96.95937376
396,1,7600,3550.871617,2703324.148,1247970.67,528.6092752,136.694317,529.1053938,138.7012729
397,1,7900,3377.666537,2703624.148,1247797.465,528.291769,129.6876808,528.9861907,131.440476
398,1,8200,3550.871617,2703924.148,1247970.67,527.9946508,151.8040214,528.8973466,153.30932
399,1,8500,3377.666537,2704224.148,1247797.465,527.7507688,128.9085049,528.8043412,130.2956588
400,1,8800,3550.871617,2704524.148,1247970.67,527.5039336,117.8724884,528.7302032,118.5764635
401,1,9100,3377.666537,2704824.148,1247797.465,527.3124042,128.838468,528.6555121,129.4778213
402,1,9400,3550.871617,2705124.148,1247970.67,527.10557,130.3428659,528.592649,130.6089639
414,1,1900,3724.076697,2697624.148,1248143.875,521.9607526,52.72788058,525.8453578,50.34214221
415,1,2200,3897.281777,2697924.148,1248317.08,522.4447928,30.1330678,526.0796777,27.94753315
416,1,2500,3724.076697,2698224.148,1248143.875,524.8595049,13.64351836,527.0600225,11.05997755
417,1,2800,3897.281777,2698524.148,1248317.08,526.5947784,3.960976435,527.6155085,2.046653651
418,1,3100,3724.076697,2698824.148,1248143.875,529.5391549,5.767478854,528.6555167,5.897816663
419,1,3400,3897.281777,2699124.148,1248317.08,531.7433643,1.199902907,529.5530776,4.446922386
